text,k
"RT @elonmusk: 🇺🇸🇺🇸 Gigafactory Texas 🇺🇸🇺🇸

Grand opening party tomorrow!

Doors open at 4, festivities at 8",0.9805891627671461
Giga Texas y’all https://t.co/Mrsb7jRyhr,1.0
RT @elonmusk: Show starts in ~20 mins,1.0
Cyber Rodeo livestream begins in 2h at https://t.co/6oZtiZWj0E,0.945680863455557
The single-piece rear casting in Model Y replaces 70+ underbody parts,1.0095032457190254
Tesla Q1 Earnings Call and Q&amp;A → https://t.co/3TDbseohci,1.038018147893514
Tesla Cyber Rodeo,0.9947547239628303
"Tesla's 2022 Annual Shareholder Meeting will be on August 4th in Austin, TX. Thank you for your support of Tesla!",1.0243485121083356
"The future is undoubtedly electric  
→ 2021 Impact Report https://t.co/Zj8onKMJrT",1.0
We created nearly 100k direct new jobs in just one decade – and are planning to grow for years to come ✌ https://t.co/xSAcfvyT0s,1.0
"In 2021, we received almost 3 million job applications. 

Join us! https://t.co/wOIwB0p5rf https://t.co/Z5MJo9khrt",1.0
"At the end of their usable life, we recycle battery packs to build brand new batteries https://t.co/zfPt8MPMdU",0.9263458706928385
"Fun on tap 🎢

🎥 @saradietschy https://t.co/BStyuW1BZF",0.9974069006273683
👋🚢 🚘,1.0
RT @elonmusk: Tesla AI Day #2 on Aug 19. So many cool updates!,0.9637898999488896
"Select Supercharger stations now open to non-Tesla EVs in Belgium 🇧🇪, the UK 🇬🇧, Austria 🇦🇹, Spain 🇪🇸 and Sweden 🇸🇪",1.0
https://t.co/YwpofifB7q,0.973933001123942
"RT @Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. 

Please send 3 to 5 bullet points describing evidence of exceptional ability.

justice@tesla.com",0.965185855754331
"RT @elonmusk: Tesla scores 100/100 for 7th year in a row for LGBTQ equality
 https://t.co/9wvCbgrtUE",1.0079838138255692
Surround sound &amp; comfy seats make your Tesla feel like a cinema on wheels,1.0335628156629924
"RT @Non-Tesla vehicles can now charge at select Superchargers in Denmark, Finland, Germany, Luxembourg and Switzerland via the Tesla app.  Learn more at https://t.co/hjybH19pBV",0.9870517066279331
Model Y &amp; Model 3 rank as the most American-made vehicles you can own 🇺🇸 🚘 https://t.co/v7O2JnEg19,1.0
100% of our cars sold in the US are built in the US - the industry average is 52%,1.0193873948532954
"10 years ago today, we delivered the first Model S to customers!",1.0050716610897081
Vote at the 2022 Tesla Shareholder Meeting https://t.co/CyAEPIRGLI,1.0
"Each shareholder has a say in our direction, including deciding on whether Tesla should be allowed to do a 3:1 stock split.",1.0344854854995538
Tesla now operates 800 Supercharger locations across 30 countries in Europe ✌️,1.0305840182216341
"In Dog Mode, air conditioning will stay on while the car is locked, keeping your pets safe &amp; comfortable",1.0
Come join! → https://t.co/wOIwB0p5rf,1.0230683045414708
"Model X auto-presenting doors

🎥: @ryanjaycowan https://t.co/KZcrQ79sab",1.0
👋 https://t.co/1vOKQYQ7sH,1.0
https://t.co/gEH9iEojRn,1.0
RT @elonmusk: Please vote your shares with Tesla!,1.0076516047624917
Q2 2022 Earnings Call → https://t.co/6oZtiZWj0E,1.0
We continue to rapidly expand our Supercharger network https://t.co/CRMEMpWTy5,1.0
We ended the quarter with the highest vehicle production month in our history 💪 https://t.co/kiIX7DsWbd,1.0658124523262535
"When parked in Model S/X, Auto Shift uses Autopilot cameras to automatically select Drive or Reverse

🎥 @teslaisntaflex https://t.co/9Xga4LTGOZ",1.0
"RT @elonmusk: Single-piece casting reduces weight, greatly simplifies factory, increases ride quality &amp; reduces road noise",1.0
Our huge casting machines enable us to make full-size cars the same way toy cars are made ✌️ https://t.co/pWvW5Ovufo,0.9717438776736467
We're launching the Tesla Shareholder Platform — join the program to participate in Tesla events and hear more updates soon → https://t.co/HUVikOo5a3,1.0
Record &amp; store video from four different angles with the built-in dashcam ☄️,1.0
RT @elonmusk: All Teslas come with a free karaoke app https://t.co/mZa3WmhyPL,1.025232882611782
RT @elonmusk: Still time to vote!,0.9933784541952857
"Alla scoperta dell’antica Roma

📸 @Andst7 https://t.co/W9KqW2yghr",1.011816954929119
Meeting starting shortly,1.0
Livestream the 2022 Annual Tesla Shareholder Meeting today at 4:30pm CT https://t.co/KttPYLPcxi https://t.co/eF9kRVfFOr,0.9535317049794513
Our annual shareholder meeting is a wrap — thanks Tesla shareholders for your continued support! https://t.co/aD4EkZd75d,0.9908322273957181
RT @elonmusk: 8 years ago https://t.co/HPK5R5UMS6,0.9859998782234661
"As a thank you to Tesla owners for referring a friend or family member, we invited them to submit images that were laser-etched &amp; launched into space by SpaceX’s Falcon 9.

This mosaic of photos will remain in space for millions of years &amp; possibly be found by 👽 or future humans https://t.co/Cn4eD9PKrs",1.010809202069389
First Model Y deliveries in Australia 🇦🇺 and New Zealand 🇳🇿 https://t.co/WYLMVhWjdS,0.9824715077776066
"RT @elonmusk: Note, you can upgrade your existing car to FSD in 2 mins via the Tesla app",1.0104498770960597
AI Day 2022 on Sept 30 🤖 https://t.co/S9LZ5SefUC,1.0114870721449363
🐶❤️🚘 https://t.co/tQ9MQ9GIfA,1.0063397386581492
Extreme heat and durability testing in Dubai 🐫 https://t.co/xOmt7G9seh,0.9834856397359938
Enter your destination &amp; your Tesla will automatically include Supercharging stops in your route,1.0
RT @elonmusk: Order a Tesla Powerwall battery for blackout protection! https://t.co/tEE4LDBD78,1.017729870405441
🎨🏭 https://t.co/UKj6vWDX2v,1.0
Tesla Model Y receives highest safety score of any vehicle ever tested https://t.co/SJDXowtkGw,1.0247126055954483
"So fresh, so clean 🧼",1.0167854243835883
"RT @elonmusk: Blow the whistle!
https://t.co/RQLDti0ULZ",1.0180381800902973
Blind spot camera position now adjustable https://t.co/t4XnwFSxK9,1.0102826262022282
RT @Last coal shipment arrived in Hawaii at same time as Tesla Megapack batteries that will enable 24/7 sustainable energy https://t.co/zlqJHLsAQq,0.965107142419948
Powerwall FTW!,0.964480811512677
AI Day 2022 streaming live at 6:15pm PT →,1.0
RT @elonmusk: Tesla AI Day 2022 starts at precisely 6:15pm California time,1.0
AI Day tomorrow https://t.co/oVenZDbVMQ,0.9350771539400496
"The brain of your Tesla: Neural networks with 1 billion parameters, completing 144 trillion operations per second https://t.co/Rao4mQDZoT",1.006158206590802
Tesla goal is maximum music dopamine!,1.0
"Tesla Immersive, our multichannel audio upmixer, enables stereo content to be remixed in real time, optimizing the listening experience for our vehicles specifically",1.0
"In addition, the sound system is highly configurable, which enables us to continually improve audio processing via software update",0.9717177084995721
"RT @elonmusk: In case you missed Tesla AI Day 2022
https://t.co/Sbu0peXpY1",1.0
RT @elonmusk: Excited to announce start of production of Tesla Semi Truck with deliveries to @Pepsi on Dec 1st! https://t.co/gq0l73iGRW,0.977856042187858
Your Tesla now shows energy consumed vs projected &amp; gives range tips https://t.co/ABSPLTdGVg,1.0
"Now operating 10k+ Supercharger posts across Europe

📸 @MinimalDuck https://t.co/9c8riIZmPm",1.0
🇩🇪👋,0.9888444630059037
Q3 Earnings Call → https://t.co/shRnZSNR4C,1.0
Tesla Semi deliveries are scheduled to begin in December 2022 https://t.co/vCgifQ0HED,1.0
Thank you to the Tesla team! 🤘,1.0
160k Tesla owners in North America had access to FSD Beta by the end of Q3 https://t.co/VYbSWH2hp1,0.9405214580003761
Vote for new Supercharger locations → https://t.co/bjNaL3DErN,1.0
"10 years of Supercharging.

46 countries.
35k+ stalls.
20 billion miles charged.

🚘⚡️ https://t.co/m3H2Hry719",1.012753881708767
Quicksilver &amp; Midnight Cherry Red — made at Giga Berlin https://t.co/4uMYSF1pR5,1.0
"Our most advanced paint system yet, allowing up to 13 layers for depth, dimension &amp; a hand-painted look https://t.co/UXoZwC281m",1.0
Available in Europe &amp; the Middle East https://t.co/ktVuQOvh8d,1.0
https://t.co/CqbkkORG70,0.9909946460090377
✌️🇪🇺❤️,0.9979334247017876
"Solar + Powerwall ensures you never lose power, even if the grid goes down

🎥 @jeremyjudkins_ https://t.co/rZXpyTtnmb",0.9995814186592953
"Happy Halloween 🎃 

🎥 transformerskids on Instagram https://t.co/dm8NlTTzg4",1.0179402171447478
"Model Xmas sweater now available! 

https://t.co/OvrjK6WMkZ",0.9674618130647096
"Meet Megafactory, our new Megapack factory in Lathrop, CA 🔋🔋🔋 https://t.co/aw85eHECXI",1.0
Megafactory is capable of producing 10k Megapack units per year—that’s equal to 50 fossil fuel peaker plants,1.0
View all destination chargers → https://t.co/lqJMwQTuvH,0.9496956384338261
Our analysis engineers simulate hundreds of impact scenarios before ever crashing a prototype in the lab https://t.co/2cug6dPhrj,0.9560105577575964
Join our growing team installing Solar + Powerwall across the US → https://t.co/BMlhHBbAJn https://t.co/mVupmqcjiK,1.0
"RT @Tesla solar and Powerwall can power your home &amp; reduce your dependence on the grid – at the lowest price in the US →
https://t.co/aPxn1NjonJ",1.0
"RT @In pursuit of our mission, today we are opening up our EV connector design →

https://t.co/HTk7Si9XZy https://t.co/vMKts5h4ei",1.004581511622398
Our vehicles are designed for hardcore energy efficiency → https://t.co/BbR4wRlk38,1.0171479250758944
Model S received the highest overall score from Euro NCAP among any vehicle tested under the current protocol → https://t.co/dTdpQH6pCg https://t.co/tnm4msFjDC,1.0
https://t.co/2Ylnmh97Oz,0.9701398197508886
RT @elonmusk: Tesla Megapacks are highly effective in addressing electricity demand spikes that cause power outages,0.9849296152176633
RT @TeslaCharging: 40k Superchargers around the world — and counting https://t.co/w6tShTkwPA,1.053848866507369
Semi Delivery Event streaming live on Twitter at 5pm PT tonight,0.9868803935737823
"The best driver experience: max road visibility, space to stand up, 2x 15-inch touch screens, wireless phone charging &amp; more https://t.co/ktrh602Krd",1.0
"Semi is built like a bullet, not a barn wall—optimized for efficiency https://t.co/VeHue9gcaE",1.0
Consumes &lt;2 kWh of energy per mile,1.0
"Tesla Semi driving 500 miles, fully loaded, on a single charge https://t.co/iZzomLcwZF",1.0
"Completed at highway speed, without charging on the way &amp; over 4,000 ft of elevation https://t.co/9MB0ejk2o6",1.0
"Semi has a tri-motor system &amp; carbon-sleeved rotors just like Plaid. 1 unit for efficiency, 2 acceleration units for torque https://t.co/MDn4cj0jzO",1.0
Tesla engineers tested Semi in a variety of harsh conditions to maximize reliability &amp; durability https://t.co/qjctWZSWvQ,1.0
"3x the power of any diesel truck on the road, with the efficiency to go 500 miles https://t.co/0BghOBr9M6",1.0
https://t.co/mq8y8Rtuej,0.9618508172375222
Delivered our first Tesla Semis last week ✌️ https://t.co/4o2tlkDcyH,1.0
https://t.co/sS3CExP48Q,0.990173911382396
Configurator now live in Thailand 🇹🇭 → https://t.co/3lVkllVQJ4,1.0209755815669554
"40 Megapack units balance the grid in Lessines, Belgium—making it the biggest operational energy storage system in continental Europe https://t.co/rdmcLVjtZK",1.0
This system has 50MW of power &amp; 100MWh of capacity,0.9745813540269536
"Semi's cabin is significantly bigger than that of traditional heavy trucks, with lots of storage and easy access https://t.co/woSoq2QoPp",0.9764479499707664
Schedule your own Light Show on multiple vehicles simultaneously to create your own orchestra of light https://t.co/mJdUcBmXLm,1.0
View the cabin camera from the Tesla app while using Dog Mode or Sentry Mode to keep an eye on your puppy 🐶 https://t.co/yyeyfF5XTd,1.0
Steam is here—bringing thousands of games to new Model S &amp; X vehicles 🎮 https://t.co/PDzjtefv7A,1.0
Holiday Update rolling out now 🎅,1.0
Apple Music now goes to 11 🔊,1.0
"&amp; more:
 
- Control your garage door remotely using MyQ from your touchscreen  
- Emissions Testing Mode in the Tesla app 💨 
- Always show Rainbow Road 🌈 
- Make Zoom calls with the cabin camera 
- UI cards are back, including a new media card",0.9411292076684346
RT @Tesla: Schedule your own Light Show on multiple vehicles simultaneously to create your own orchestra of light https://t.co/mJdUcBmXLm,1.0
RT @View the cabin camera from the Tesla app while using Dog Mode or Sentry Mode to keep an eye on your puppy 🐶 https://t.co/yyeyfF5XTd,1.0
"RT @elonmusk: You can play Cyberpunk, Elden Ring and 1000s of other games in your *car* with an epic sound system!!",0.9843695542043793
"Introducing Tesla Electric, the electricity plan that offers low-cost clean energy for homes with Powerwall—starting in Texas → https://t.co/qpvfUgTvft https://t.co/g34QhN8xZR",1.0
"Tesla Electric lets Powerwall owners generate, use &amp; export sustainable power to run their homes https://t.co/JHZ48NSwUS",1.0
"Giga Texas hits 3k Model Y builds/week. 

Congrats, Tesla team! 🤘 https://t.co/uhG03gFyba",0.9960142538306986
We’ve completed 500k+ Solar Panel and Solar Roof installations—that’s equal to ~4 GW of clean energy ☀️ https://t.co/Tjz6PzYuah,1.0
"Be your own utility with Solar &amp; Powerwall →
https://t.co/e3O2PP5HOd",0.9341165980999501
Every Tesla has an electronic powertrain that provides instant torque control—enabling more control &amp; stability in winter conditions,0.9755504587205281
Supercharging powered by the sun ☀️ https://t.co/5vbpQXBvpe,0.9438084396294513
"Model Y just broke the bestselling car record in Norway, held since 1969 by the Beetle! 🇳🇴",1.0
Model Y achieved the highest overall weighted safety score of any vehicle tested this year by ANCAP (🇦🇺 &amp; 🇳🇿  safety rating agency),0.9547350515755539
RT @TeslaSolar: Tesla Solar + Powerwall installations but make it festive 🎄 https://t.co/cmkpFHXhlr,1.0
Giga Texas is alive ⚡️🚘,0.9081436141155538
Tesla ecosystem https://t.co/BLTrFuFU6o,0.9843777540186893
S3XY winter testing in New Zealand 🇳🇿❄️ https://t.co/UMttiFOhxU,1.085851348226831
"2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters &amp; employees for helping us accelerate the world’s transition to sustainable energy! ⚡️🚘🔋☀️❤️",1.0
"- Continued to ramp vehicle production at Giga Texas &amp; Giga Berlin, with both building 3k Model Y/week in mid-December
- Reached 500k+ Solar Panel &amp; Solar Roof installations 🏘⚡️
- Enabled anyone in North America who has purchased FSD to request FSD Beta, reaching 285k cars total",1.0
"- Achieved a record output of 4680 cells, with total amount of cells produced in one week equaling 1k+ cars 
- Broke the Beetle's 1969 record for most sold car in Norway with Model Y

To be continued in 2023 ✌️",1.0
"- Published the North American Charging Standard, opening our EV connector design to the world 🔌 
- Launched Tesla Electric in Texas—enabling Powerwall owners to generate, use &amp; export sustainable energy to power their homes ⚡️",1.0037983492523959
RT @elonmusk: Please comment on this matter,0.9914702512867389
Tesla’s impact in California → https://t.co/4MudoNiCJG,1.0
Silence brought to you by two laminated layers of glass with an acoustic barrier in between,0.9783110665672536
Watch live TV &amp; stream your favorite shows in your Tesla when parked,1.0049847210769627
"In 2022, Model Y was the bestselling EV in Austria, Belgium, Switzerland, Germany, Norway, Portugal, Slovenia &amp; the UK

It was also the bestselling car in Iceland &amp; Norway

Europe 🤝 Tesla",1.0
Thanks to our new &amp; old Tesla owners for helping us accelerate the transition to sustainable energy 🌍,1.0
Experience Plaid in Europe 👀 → https://t.co/UtB4ELwoUO https://t.co/osfcTz0VYI,1.022465819568125
360 MWh of Megapacks—capable of serving renewable energy to 60k homes 🔋 → https://t.co/Jpr1EDSWCX,1.0
Model Y ❄️ Waltz https://t.co/MXwkRHaiTe,1.0
Model S &amp; Model Y received the highest overall safety scores among every vehicle tested by EuroNCAP in 2022 https://t.co/3RgxHFXYvq,1.0
Model Y earned Best in Class in the Small Off-Road category &amp; Model S achieved the same in the Executive &amp; Pure Electric categories → https://t.co/6KKHsRCoAR,1.0033019345589462
View your charging history &amp; savings for the full year in the Tesla app https://t.co/6pZhR9HQsz,1.0
Tesla owners collectively saved $2B+ in 2022 ⚡️,1.0
RT @TeslaCharging: Wifi coming to a Supercharger near you 📶https://t.co/2iTCt6hTAB,1.0763339506772984
"Tesla operates the world’s largest global fast-charging network—40k+ Superchargers in 46 countries, located near amenities &amp; optimized for high-speed charging on road trips https://t.co/XEUJdVzZTP",1.0
"Your Tesla will charge faster at a low battery level. 

Depending on your destination, charging to 100% often isn’t necessary—your car will notify you when you have enough charge to continue your trip",1.0
"Supercharging FAQ @TeslaCharging →
https://t.co/eOyaO3P5eN",1.0
"To start charging, simply plug in—no need to swipe a credit card

Supercharging history is automatically populated in your Tesla Account, showing the credits used or the amount billed",0.9588829570238564
Track Mode lets you use your Tesla’s instant response &amp; motor torque to feel superhuman on the track—available on Model S Plaid + Model 3 &amp; Y Performance https://t.co/DXPmsEBz4d,1.0
"Adjustable traction control, stability control &amp; regenerative braking let you fine tune your handling from your touchscreen https://t.co/Gd0ejoTtrN",1.0
Track Mode details → https://t.co/1PR60q5kmP,1.0
RT @TeslaSolar: 24/7 sustainable electricity 🌎 → https://t.co/MbLpakKpXt,1.0
RT @Tesla Solar Inverter generates the most energy for the lowest all-in cost over the lifetime of the system → https://t.co/8bZJhYb2UN,1.03014577891896
"To keep occupants comfortable, we can draw excess heat from outside environment &amp; powertrain to heat the cabin, improving heating efficiency &amp; boosting range",1.0
"For Supercharging, we use this same principle to warm up the battery pack, so you can charge faster &amp; get back on the road, sooner",1.0
"Heat Pump allows us to move heat around to whatever system needs it most, giving Tesla vehicles unmatched efficiency in cold weather → https://t.co/EwKh0BU8sT",1.0668447343931429
"Today, we’re announcing $3.6B of new investment in Giga Nevada.

- 4M sq ft of new manufacturing footprint
- 3k additional team members
- 2 new manufacturing facilities: a 100 GWh 4680 cell factory &amp; our first high-volume Semi factory 

Details → https://t.co/4CBOIFLwAW https://t.co/rqXzyE7eRK",1.0
"We've come a long way since we broke ground at Giga Nevada in 2014.

To date, the team there has successfully produced:  
- 7 billion battery cells
- 1.5 million battery packs  
- 3.6 million drive units  
- 1 million energy modules",1.0
"Thank you to the Tesla team, our supply chain partners &amp; the local community that helped us get here! https://t.co/k4onev0rQP",0.9980828782706684
Q4 2022 Earnings Call https://t.co/JNL5ovciRJ,1.0
"In 2022, we produced &amp; delivered 1.3M+ vehicles 💪 
 
In Q4 we achieved our highest-ever quarterly revenue, operating income &amp; net income → https://t.co/6WkUryAhKO https://t.co/aOzmL76uja",1.0
We have now released FSD Beta to nearly all customers in the US and Canada who bought FSD (approximately 400k) https://t.co/pMVmQzmyCB,1.0
"Energy storage deployments increased by 152% YoY to 2.5 GWh in Q4, for a total deployment of 6.5 GWh in 2022—by far the highest level we have achieved. 
 
We’re ramping production at our dedicated 40 GWh Megafactory in Lathrop, CA to address growing demand https://t.co/zQclrMASGM",1.0
"Giga Shanghai continues to be our main export hub, supplying most markets outside of North America https://t.co/0cp8AAaSGb",1.0
Full presentation → https://t.co/82uFyKANI8,1.1183907578013317
RT @elonmusk: Congrats Tesla California factory team on all-time record production! https://t.co/1aF53hgWgM,1.0627341391908964
Melt snow &amp; warm your cabin from a ski lift (or anywhere) in a few minutes using the Tesla app https://t.co/uv7SrsUoG9,1.0
RT @elonmusk: What the Tesla Giga Nevada factory will look like when finished. https://t.co/0O5U8jRerQ,1.051836922537356
RT @tesla_europe: Model S sets new record in the world’s biggest EV range test in Norway ❄️ → https://t.co/EJn7mt7Hdy,1.0
"15 years ago today, we delivered the first Tesla Roadster → https://t.co/O8FipJIjAc https://t.co/A0EfkufDbS",1.057134823747245
Megapack Factory https://t.co/Ffw3KcxoGf,1.0370122659561323
"RT @TeslaSolar: Powerwall helped 3,700+ Texas solar owners avoid an outage during the winter storm last week",1.010553375186486
Event will be streamed live on Twitter &amp; YouTube,1.0
"RT @Master Plan 3, the path to a fully sustainable energy future for Earth will be presented on March 1. 

The future is bright! https://t.co/11ug0LRlbD",1.044565808754795
"Keep an eye on your puppy with Dog Mode &amp; the Tesla app 🐕 

🎥 @ryanjaycowan https://t.co/Nbb6BGaC0H",1.0
"Excited to have Brandon Ehrhart join the Tesla team as our General Counsel &amp; to have Dinna Eskin continue in a leadership role in Tesla Legal, as we build a world class team!",0.9747945538142232
Giga Berlin is the machine that builds the machine 🦾,1.0
"Giga Berlin is home to our most advanced paint system yet, enabling multi-layer painting for depth, dimension &amp; a hand-painted look https://t.co/W4mCZWfF7D",1.0
"Finally, the vehicle moves to General Assembly, where seats, HVAC, power electronics, drive units &amp; more are installed, using 20+ automated stations. 

This is our biggest shop by headcount—on any given shift, 1k+ people are helping build Model Y https://t.co/IgSrCpH5DR",1.0
"In the body shop, stamped parts &amp; chassis castings are welded together by 600+ robots. Each car body is then lifted into the paint shop by one of the largest industrial robots ever, named Godzilla https://t.co/n5jGXhmLkB",1.0311777231247878
Find your perfect match 🤖💞 https://t.co/Sz8TA0gWEy,1.0
"First Model Y &amp; Model 3 deliveries in Thailand 🇹🇭 

https://t.co/8XuvtAkFmg https://t.co/1eUD2tNPhP",1.0618410164949643
RT @TeslaCharging: Select Tesla Superchargers across the US will soon be open to all EVs,0.9690610142380979
In response to false allegations → https://t.co/hh2wtXziP8,0.9854518677516315
Tesla's Manufacturing Development Program is a high school graduate pathway that has already hired hundreds of students into careers at Tesla → https://t.co/uiMweFfHO3,1.0
Last year’s Signing Day at Giga Texas ✌️ https://t.co/LdELCyAfZC,0.9911273304533171
Come join our Engineering team in California! → https://t.co/SYHtzDAj4S,1.0
California Engineering HQ—Remarks by Gov. Newsom/Elon Musk https://t.co/DMoY7TYK5O,1.0
California Engineering HQ announcement with @elonmusk &amp; @GavinNewsom at 11:45am PT,1.0180295840448446
"Our global HQ remains in Austin.

Our new Engineering HQ in Palo Alto will serve as the main location for Tesla Engineering.",1.0
"Tesla began as a long-shot startup, founded 20 years ago in San Carlos. 

Now, we’re California’s largest manufacturing employer! https://t.co/XpH3SNfigf",1.0
"Our product impact across the state includes:
⁃Vehicle design
⁃Megapack production
⁃Hardware &amp; software engineering
⁃Vehicle &amp; battery manufacturing
⁃Battery development &amp; testing",1.0
"In 2022, we grew to 47k direct employees &amp; $5B of capital investment in California. 
 
Today, we’re continuing our investment in California with our new Engineering HQ in Palo Alto ✌️ https://t.co/FvQyRtgNrg",1.0
Engineering HQ Opening https://t.co/qyA5CpQvc9,1.0
Engineering HQ opening streaming live on Twitter at 7pm PT,0.9685452388617947
Just another day at the office 😎 https://t.co/QVFdPQkzS2,1.041835143224655
"RT @tesla_europe: 4k Model Y built at Giga Berlin this week 🤘

Congrats to the Tesla team! https://t.co/VJ0qBPkQ6U",1.0162085615639578
Tesla Investor Day streaming live on Twitter &amp; YouTube at 3pm CT tomorrow,0.982416545731998
"Tesla’s purpose is to accelerate the world’s transition to sustainable energy 

Today, we’re unveiling Master Plan 3—the path to a fully renewable energy future for 🌎 https://t.co/fsJ7qDpdqF",1.0
"Stationary energy storage improves energy resiliency &amp; is the key to a 100% renewable grid. 

Our goal is to deploy more big batteries faster, while driving grid value. https://t.co/KpzyXVfhTs",1.0
"Our residential energy ecosystem provides all software &amp; hardware pieces to reduce electricity bills, make the grid cleaner &amp; enable customers to be their own utility https://t.co/bs3TiidaDb",1.0
We produced our 4 millionth vehicle at Giga Texas today ✌ https://t.co/YMxb4zX5WB,1.0
Tesla Investor Day https://t.co/kcJWQcAFkJ,0.9233703096611062
"Our next Gigafactory will be in Mexico, manufacturing our next-gen vehicle https://t.co/bk0IKrGtaZ",1.0
Investor Day Q&amp;A https://t.co/GdMdI2IQ1E,1.0395879593591906
How it started vs how it’s going 😎 https://t.co/hkqsDa2uLv,1.0
"Falcon wing doors are designed to proactively detect obstacles that prevent the doors from moving when an obstacle is detected.
 
Sensors that can sense through metal enable the doors to adjust based on available lateral &amp; vertical space",1.0
"This also provides easy access to the third row of the vehicle, even when you have child seats in the second row!",0.9622112157506093
Introducing Ultra Red paint for Model S &amp; X https://t.co/CFT1sdyIr1,1.0
"More updates: 
- Glass roof now weighs less & lets in 5x more light with same level of UV protection. This also improves handling as it helps low center of gravity

- Plaid S & X come with improved brake pads with higher thermal capacity = better overall braking performance

- Round steering wheel now an option",0.9869751369918855
"RT @Regenerative braking turns our motors into generators, converting kinetic energy into electricity—recharging your Tesla's battery &amp; slowing down the vehicle

Using the motors instead of friction brake means brake pads last longer &amp; need to be replaced less frequently",1.0
Powerwall is now available with &amp; without solar in select US markets → https://t.co/exB4mx6eKR,1.0
"For areas not yet covered, place a reservation &amp; we’ll notify you when available",1.0544832119407141
"Over the last 5 years, we've unlocked 30% faster charge times through a combination of hardware, software &amp; customer education https://t.co/FZFoS85pBN",1.0
"Using real-time vehicle &amp; site data, Trip Planner routes vehicles to available sites &amp; away from crowded sites. 

This has helped cut wait time in half since 2019! https://t.co/NS9foC0Fkl",1.0
But can it run Crysis? https://t.co/MNedMuy12Y,1.0018859249231338
Giga New York is the new home of Prefabricated Supercharger Units (PSUs) https://t.co/Yi41Tv1iVn,1.0
"PSUs are fully assembled Supercharger sites—they come with stalls mounted on a concrete slab &amp; electrical components prepared for grid connectivity

This helps us to get new sites up &amp; running significantly faster—enabling construction to be completed within days, not weeks https://t.co/DEWa0j4gca",1.0
"More than half of the 40k+ Superchargers around the world were made by our incredible 2000 person team in Buffalo!

Giga New York is also making the next generation of Tesla Superchargers and Semi chargers ✌️ https://t.co/8DiQ7UmU6K",1.0089965397923875
Ultra Red https://t.co/Hwx4KQY2Wk,1.000411547751093
Model 3 can drive over a mile on the energy it takes to boil a pot of water for pasta 🍝 https://t.co/F2A8AwPVZt,0.9908953592736507
Schedule your light show on multiple vehicles simultaneously to create an epic festival of lights!,1.0678880764259544
How drag strip mode works →,1.0
"RT @elonmusk: Tesla Powerwall enables your home to operate normally during a power outage
https://t.co/tEE4LDCaWG",0.9923933890538695
"RT @tesla_europe: One year ago, we delivered our first made-in-Germany vehicles! 

hbd Giga Berlin 🎉 https://t.co/H1XzOIx92H",0.986012185845185
Rolling out Tesla Vision Park Assist—utilizing vehicle cameras &amp; our vision-based occupancy network to provide distance estimates to objects 360° surrounding your Tesla https://t.co/8EhWbMD10K,1.0
You decide where you want to go—your Tesla will automatically include charging stops along the way,1.0109145113217612
"Third row in Model X gives you plenty of leg room, easy access to child seats &amp; storage space for long cargo

Also, great views!",1.0152679957158985
RT @tesla_europe: Features a Cybertruck-inspired bottle &amp; comes in a pack of 3 btw,1.0
"RT @tesla_europe: Brewed for cyborgs, made by humans—Giga Bier now available → https://t.co/5IBX8ymKa4 https://t.co/R3vYgqKrx7",1.0361510639634335
"Tesla vehicles provide a very low probability of rollover risk &amp; occupant injury.

Lars Moravy, our VP of Vehicle Engineering, explains why https://t.co/LmJkHer3gS",0.9745425876719128
"The lifetime running costs of a Tesla are significantly lower than those of comparable ICE vehicles due to lower maintenance costs, cheaper electricity (vs fuel) &amp; higher vehicle efficiency",1.0
"RT @Thank you to all Tesla owners who took delivery this quarter 🤝
 
If this is your first EV or Tesla—here’s a brief intro to Tesla ownership: https://t.co/FBp5WYsq6H",0.9878889260079033
Earth Day photo contest now live in the Tesla app https://t.co/KrgsFzneun,1.0
"Submit your best Tesla pics for a chance to win 3500 credits (can be redeemed in Loot Box for Supercharging, software upgrades &amp; more)",0.9644524229676743
"Enter for a chance to attend our 2023 Annual Shareholder Meeting in person on May 16th in Austin, TX 🤠 

Thank you for your support of Tesla!

→ https://t.co/u7zxoTHL6T",1.0
Big batteries FTW! https://t.co/H2KhRY2VmS,1.0
"Tesla Master Plan, Part 3 → https://t.co/3E69ytIzYH",0.9899766326736458
RT @TeslaCharging: 45k Superchargers around the world — and counting https://t.co/DkVMdk8Cre,1.0247770581833187
Minimal maintenance = less $ vs comparable ICE vehicles https://t.co/hAGV3jxABw,1.0
Tesla Mobile Connector lets you charge your Tesla anywhere there’s a power outlet https://t.co/zzYA8tlsJM,0.9934820130981958
Your Tesla calculates a long-term average difference between front &amp; rear axle wheel speeds &amp; uses this to model a difference in tread depth between the axles—alerting you if it estimates significantly less tread depth on the rear vs front ✌️,1.0119528491627228
Tesla Q1 Earnings Call and Q&amp;A → https://t.co/THWUwxgvYT,1.0
Tesla Q1 earnings call streaming live on Twitter at 4:30pm CT tomorrow,0.9683142484132231
